date,rf_annual
2014-07-09,-0.00052000
2014-07-10,-0.00049000
2014-07-11,-0.00035000
2014-07-14,-0.00033000
2014-07-15,-0.00051000
2014-07-16,-0.00049000
2014-07-17,-0.00046000
2014-07-18,-0.00048000
2014-07-21,-0.00037000
2014-07-22,-0.00044000
2014-07-23,-0.00038000
2014-07-24,-0.00043000
2014-07-25,-0.00042000
2014-07-28,-0.00041000
2014-07-29,-0.00053000
2014-07-30,-0.00050000
2014-07-31,0.00092000
2014-08-01,-0.00062000
2014-08-04,-0.00056000
2014-08-05,-0.00054000
2014-08-06,-0.00064000
2014-08-07,-0.00071000
2014-08-08,-0.00066000
2014-08-11,-0.00075000
2014-08-12,-0.00076000
2014-08-13,-0.00066000
2014-08-14,-0.00071000
2014-08-15,-0.00078000
2014-08-18,-0.00079000
2014-08-19,-0.00080000
2014-08-20,-0.00072000
2014-08-21,-0.00071000
2014-08-22,-0.00079000
2014-08-25,-0.00066000
2014-08-26,-0.00076000
2014-08-27,-0.00074000
2014-08-28,-0.00089000
2014-08-29,0.00016000
2014-09-01,-0.00098000
2014-09-02,-0.00092000
2014-09-03,-0.00091000
2014-09-04,-0.00082000
2014-09-05,-0.00085000
2014-09-08,-0.00082000
2014-09-09,-0.00073000
2014-09-10,-0.00109000
2014-09-11,-0.00101000
2014-09-12,-0.00099000
2014-09-15,-0.00096000
2014-09-16,-0.00078000
2014-09-17,-0.00078000
2014-09-18,-0.00082000
2014-09-19,-0.00078000
2014-09-22,-0.00083000
2014-09-23,-0.00070000
2014-09-24,-0.00063000
2014-09-25,-0.00088000
2014-09-26,-0.00102000
2014-09-29,-0.00107000
2014-09-30,0.00112000
2014-10-01,-0.00117000
2014-10-02,-0.00118000
2014-10-03,-0.00130000
2014-10-06,-0.00099000
2014-10-07,-0.00118000
2014-10-08,-0.00100000
2014-10-09,-0.00100000
2014-10-10,-0.00091000
2014-10-13,-0.00103000
2014-10-14,-0.00111000
2014-10-15,-0.00096000
2014-10-16,-0.00097000
2014-10-17,-0.00099000
2014-10-20,-0.00088000
2014-10-21,-0.00073000
2014-10-22,-0.00068000
2014-10-23,-0.00071000
2014-10-24,-0.00067000
2014-10-27,-0.00072000
2014-10-28,-0.00075000
2014-10-29,-0.00079000
2014-10-30,-0.00083000
2014-10-31,-0.00003000
2014-11-03,-0.00120000
2014-11-04,-0.00124000
2014-11-05,-0.00127000
2014-11-06,-0.00122000
2014-11-07,-0.00123000
2014-11-10,-0.00117000
2014-11-11,-0.00121000
2014-11-12,-0.00112000
2014-11-13,-0.00113000
2014-11-14,-0.00114000
2014-11-17,-0.00112000
2014-11-18,-0.00107000
2014-11-19,-0.00108000
2014-11-20,-0.00104000
2014-11-21,-0.00096000
2014-11-24,-0.00091000
2014-11-25,-0.00068000
2014-11-26,-0.00039000
2014-11-27,-0.00056000
2014-11-28,0.00043000
2014-12-01,-0.00092000
2014-12-02,-0.00110000
2014-12-03,-0.00108000
2014-12-04,-0.00121000
2014-12-05,-0.00123000
2014-12-08,-0.00137000
2014-12-09,-0.00125000
2014-12-10,-0.00110000
2014-12-11,-0.00099000
2014-12-12,-0.00106000
2014-12-15,-0.00101000
2014-12-16,-0.00104000
2014-12-17,-0.00111000
2014-12-18,-0.00115000
2014-12-19,-0.00140000
2014-12-22,-0.00136000
2014-12-23,-0.00162000
2014-12-24,-0.00170000
2014-12-29,-0.00145000
2014-12-30,-0.00162000
2014-12-31,0.00059000
2015-01-02,-0.00164000
2015-01-05,-0.00159000
2015-01-06,-0.00160000
2015-01-07,-0.00154000
2015-01-08,-0.00155000
2015-01-09,-0.00132000
2015-01-12,-0.00148000
2015-01-13,-0.00154000
2015-01-14,-0.00152000
2015-01-15,-0.00152000
2015-01-16,-0.00166000
2015-01-19,-0.00160000
2015-01-20,-0.00166000
2015-01-21,-0.00153000
2015-01-22,-0.00121000
2015-01-23,-0.00104000
2015-01-26,-0.00118000
2015-01-27,-0.00104000
2015-01-28,-0.00114000
2015-01-29,-0.00113000
2015-01-30,0.00001000
2015-02-02,-0.00109000
2015-02-03,-0.00119000
2015-02-04,-0.00122000
2015-02-05,-0.00111000
2015-02-06,-0.00122000
2015-02-09,-0.00127000
2015-02-10,-0.00126000
2015-02-11,-0.00133000
2015-02-12,-0.00130000
2015-02-13,-0.00131000
2015-02-16,-0.00134000
2015-02-17,-0.00125000
2015-02-18,-0.00123000
2015-02-19,-0.00119000
2015-02-20,-0.00128000
2015-02-23,-0.00129000
2015-02-24,-0.00133000
2015-02-25,-0.00131000
2015-02-26,-0.00147000
2015-02-27,-0.00021000
2015-03-02,-0.00140000
2015-03-03,-0.00148000
2015-03-04,-0.00145000
2015-03-05,-0.00141000
2015-03-06,-0.00149000
2015-03-09,-0.00149000
2015-03-10,-0.00149000
2015-03-11,-0.00140000
2015-03-12,-0.00140000
2015-03-13,-0.00125000
2015-03-16,-0.00143000
2015-03-17,-0.00126000
2015-03-18,-0.00142000
2015-03-19,-0.00125000
2015-03-20,-0.00140000
2015-03-23,-0.00133000
2015-03-24,-0.00144000
2015-03-25,-0.00148000
2015-03-26,-0.00143000
2015-03-27,-0.00138000
2015-03-30,-0.00135000
2015-03-31,-0.00035000
2015-04-01,-0.00155000
2015-04-02,-0.00164000
2015-04-07,-0.00165000
2015-04-08,-0.00159000
2015-04-09,-0.00141000
2015-04-10,-0.00155000
2015-04-13,-0.00157000
2015-04-14,-0.00174000
2015-04-15,-0.00159000
2015-04-16,-0.00178000
2015-04-17,-0.00158000
2015-04-20,-0.00164000
2015-04-21,-0.00169000
2015-04-22,-0.00162000
2015-04-23,-0.00165000
2015-04-24,-0.00166000
2015-04-27,-0.00166000
2015-04-28,-0.00164000
2015-04-29,-0.00157000
2015-04-30,-0.00112000
2015-05-04,-0.00169000
2015-05-05,-0.00170000
2015-05-06,-0.00173000
2015-05-07,-0.00174000
2015-05-08,-0.00172000
2015-05-11,-0.00174000
2015-05-12,-0.00176000
2015-05-13,-0.00222000
2015-05-14,-0.00228000
2015-05-15,-0.00195000
2015-05-18,-0.00190000
2015-05-19,-0.00191000
2015-05-20,-0.00190000
2015-05-21,-0.00191000
2015-05-22,-0.00225000
2015-05-25,-0.00228000
2015-05-26,-0.00194000
2015-05-27,-0.00199000
2015-05-28,-0.00189000
2015-05-29,-0.00165000
2015-06-01,-0.00191000
2015-06-02,-0.00207000
2015-06-03,-0.00228000
2015-06-04,-0.00223000
2015-06-05,-0.00200000
2015-06-08,-0.00212000
2015-06-09,-0.00211000
2015-06-10,-0.00202000
2015-06-11,-0.00205000
2015-06-12,-0.00210000
2015-06-15,-0.00204000
2015-06-16,-0.00210000
2015-06-17,-0.00195000
2015-06-18,-0.00203000
2015-06-19,-0.00205000
2015-06-22,-0.00212000
2015-06-23,-0.00206000
2015-06-24,-0.00196000
2015-06-25,-0.00201000
2015-06-26,-0.00208000
2015-06-29,-0.00203000
2015-06-30,-0.00145000
2015-07-01,-0.00208000
2015-07-02,-0.00206000
2015-07-03,-0.00201000
2015-07-06,-0.00207000
2015-07-07,-0.00205000
2015-07-08,-0.00203000
2015-07-09,-0.00206000
2015-07-10,-0.00205000
2015-07-13,-0.00203000
2015-07-14,-0.00197000
2015-07-15,-0.00207000
2015-07-16,-0.00209000
2015-07-17,-0.00207000
2015-07-20,-0.00201000
2015-07-21,-0.00206000
2015-07-22,-0.00205000
2015-07-23,-0.00200000
2015-07-24,-0.00199000
2015-07-27,-0.00202000
2015-07-28,-0.00199000
2015-07-29,-0.00198000
2015-07-30,-0.00201000
2015-07-31,-0.00187000
2015-08-03,-0.00193000
2015-08-04,-0.00195000
2015-08-05,-0.00193000
2015-08-06,-0.00201000
2015-08-07,-0.00204000
2015-08-10,-0.00214000
2015-08-11,-0.00202000
2015-08-12,-0.00209000
2015-08-13,-0.00214000
2015-08-14,-0.00215000
2015-08-17,-0.00207000
2015-08-18,-0.00211000
2015-08-19,-0.00204000
2015-08-20,-0.00203000
2015-08-21,-0.00204000
2015-08-24,-0.00211000
2015-08-25,-0.00220000
2015-08-26,-0.00214000
2015-08-27,-0.00212000
2015-08-28,-0.00211000
2015-08-31,-0.00195000
2015-09-01,-0.00210000
2015-09-02,-0.00210000
2015-09-03,-0.00209000
2015-09-04,-0.00218000
2015-09-07,-0.00221000
2015-09-08,-0.00219000
2015-09-09,-0.00215000
2015-09-10,-0.00217000
2015-09-11,-0.00215000
2015-09-14,-0.00225000
2015-09-15,-0.00227000
2015-09-16,-0.00221000
2015-09-17,-0.00223000
2015-09-18,-0.00226000
2015-09-21,-0.00230000
2015-09-22,-0.00227000
2015-09-23,-0.00228000
2015-09-24,-0.00228000
2015-09-25,-0.00228000
2015-09-28,-0.00231000
2015-09-29,-0.00220000
2015-09-30,-0.00207000
2015-10-01,-0.00227000
2015-10-02,-0.00224000
2015-10-05,-0.00229000
2015-10-06,-0.00219000
2015-10-07,-0.00224000
2015-10-08,-0.00223000
2015-10-09,-0.00227000
2015-10-12,-0.00219000
2015-10-13,-0.00221000
2015-10-14,-0.00220000
2015-10-15,-0.00228000
2015-10-16,-0.00227000
2015-10-19,-0.00227000
2015-10-20,-0.00224000
2015-10-21,-0.00221000
2015-10-22,-0.00224000
2015-10-23,-0.00219000
2015-10-26,-0.00229000
2015-10-27,-0.00222000
2015-10-28,-0.00230000
2015-10-29,-0.00228000
2015-10-30,-0.00214000
2015-11-02,-0.00214000
2015-11-03,-0.00219000
2015-11-04,-0.00215000
2015-11-05,-0.00214000
2015-11-06,-0.00223000
2015-11-09,-0.00230000
2015-11-10,-0.00224000
2015-11-11,-0.00216000
2015-11-12,-0.00223000
2015-11-13,-0.00217000
2015-11-16,-0.00223000
2015-11-17,-0.00216000
2015-11-18,-0.00214000
2015-11-19,-0.00222000
2015-11-20,-0.00218000
2015-11-23,-0.00223000
2015-11-24,-0.00224000
2015-11-25,-0.00219000
2015-11-26,-0.00224000
2015-11-27,-0.00223000
2015-11-30,-0.00212000
2015-12-01,-0.00216000
2015-12-02,-0.00217000
2015-12-03,-0.00221000
2015-12-04,-0.00223000
2015-12-07,-0.00227000
2015-12-08,-0.00232000
2015-12-09,-0.00320000
2015-12-10,-0.00317000
2015-12-11,-0.00316000
2015-12-14,-0.00315000
2015-12-15,-0.00324000
2015-12-16,-0.00326000
2015-12-17,-0.00323000
2015-12-18,-0.00322000
2015-12-21,-0.00316000
2015-12-22,-0.00316000
2015-12-23,-0.00319000
2015-12-24,-0.00329000
2015-12-28,-0.00323000
2015-12-29,-0.00308000
2015-12-30,-0.00225000
2015-12-31,-0.00212000
2016-01-04,-0.00326000
2016-01-05,-0.00336000
2016-01-06,-0.00338000
2016-01-07,-0.00318000
2016-01-08,-0.00320000
2016-01-11,-0.00321000
2016-01-12,-0.00318000
2016-01-13,-0.00322000
2016-01-14,-0.00325000
2016-01-15,-0.00324000
2016-01-18,-0.00325000
2016-01-19,-0.00324000
2016-01-20,-0.00323000
2016-01-21,-0.00325000
2016-01-22,-0.00326000
2016-01-25,-0.00323000
2016-01-26,-0.00321000
2016-01-27,-0.00322000
2016-01-28,-0.00324000
2016-01-29,-0.00313000
2016-02-01,-0.00322000
2016-02-02,-0.00317000
2016-02-03,-0.00332000
2016-02-04,-0.00316000
2016-02-05,-0.00321000
2016-02-08,-0.00327000
2016-02-09,-0.00322000
2016-02-10,-0.00322000
2016-02-11,-0.00324000
2016-02-12,-0.00325000
2016-02-15,-0.00328000
2016-02-16,-0.00327000
2016-02-17,-0.00329000
2016-02-18,-0.00329000
2016-02-19,-0.00328000
2016-02-22,-0.00327000
2016-02-23,-0.00331000
2016-02-24,-0.00332000
2016-02-25,-0.00334000
2016-02-26,-0.00328000
2016-02-29,-0.00312000
2016-03-01,-0.00323000
2016-03-02,-0.00319000
2016-03-03,-0.00323000
2016-03-04,-0.00321000
2016-03-07,-0.00324000
2016-03-08,-0.00319000
2016-03-09,-0.00321000
2016-03-10,-0.00327000
2016-03-11,-0.00327000
2016-03-14,-0.00328000
2016-03-15,-0.00333000
2016-03-16,-0.00424000
2016-03-17,-0.00432000
2016-03-18,-0.00430000
2016-03-21,-0.00430000
2016-03-22,-0.00429000
2016-03-23,-0.00431000
2016-03-24,-0.00434000
2016-03-29,-0.00432000
2016-03-30,-0.00432000
2016-03-31,-0.00388000
2016-04-01,-0.00420000
2016-04-04,-0.00416000
2016-04-05,-0.00417000
2016-04-06,-0.00419000
2016-04-07,-0.00415000
2016-04-08,-0.00419000
2016-04-11,-0.00418000
2016-04-12,-0.00426000
2016-04-13,-0.00422000
2016-04-14,-0.00425000
2016-04-15,-0.00426000
2016-04-18,-0.00433000
2016-04-19,-0.00425000
2016-04-20,-0.00428000
2016-04-21,-0.00427000
2016-04-22,-0.00425000
2016-04-25,-0.00426000
2016-04-26,-0.00427000
2016-04-27,-0.00425000
2016-04-28,-0.00422000
2016-04-29,-0.00418000
2016-05-02,-0.00423000
2016-05-03,-0.00416000
2016-05-04,-0.00421000
2016-05-05,-0.00426000
2016-05-06,-0.00414000
2016-05-09,-0.00411000
2016-05-10,-0.00418000
2016-05-11,-0.00420000
2016-05-12,-0.00427000
2016-05-13,-0.00426000
2016-05-16,-0.00432000
2016-05-17,-0.00419000
2016-05-18,-0.00422000
2016-05-19,-0.00425000
2016-05-20,-0.00420000
2016-05-23,-0.00423000
2016-05-24,-0.00425000
2016-05-25,-0.00427000
2016-05-26,-0.00441000
2016-05-27,-0.00431000
2016-05-30,-0.00430000
2016-05-31,-0.00409000
2016-06-01,-0.00418000
2016-06-02,-0.00415000
2016-06-03,-0.00423000
2016-06-06,-0.00416000
2016-06-07,-0.00418000
2016-06-08,-0.00422000
2016-06-09,-0.00416000
2016-06-10,-0.00414000
2016-06-13,-0.00412000
2016-06-14,-0.00415000
2016-06-15,-0.00419000
2016-06-16,-0.00420000
2016-06-17,-0.00426000
2016-06-20,-0.00426000
2016-06-21,-0.00420000
2016-06-22,-0.00425000
2016-06-23,-0.00430000
2016-06-24,-0.00408000
2016-06-27,-0.00421000
2016-06-28,-0.00422000
2016-06-29,-0.00422000
2016-06-30,-0.00378000
2016-07-01,-0.00406000
2016-07-04,-0.00400000
2016-07-05,-0.00408000
2016-07-06,-0.00411000
2016-07-07,-0.00414000
2016-07-08,-0.00406000
2016-07-11,-0.00411000
2016-07-12,-0.00409000
2016-07-13,-0.00411000
2016-07-14,-0.00417000
2016-07-15,-0.00418000
2016-07-18,-0.00419000
2016-07-19,-0.00421000
2016-07-20,-0.00418000
2016-07-21,-0.00420000
2016-07-22,-0.00420000
2016-07-25,-0.00419000
2016-07-26,-0.00419000
2016-07-27,-0.00416000
2016-07-28,-0.00420000
2016-07-29,-0.00406000
2016-08-01,-0.00415000
2016-08-02,-0.00416000
2016-08-03,-0.00417000
2016-08-04,-0.00422000
2016-08-05,-0.00424000
2016-08-08,-0.00427000
2016-08-09,-0.00423000
2016-08-10,-0.00418000
2016-08-11,-0.00429000
2016-08-12,-0.00432000
2016-08-15,-0.00431000
2016-08-16,-0.00421000
2016-08-17,-0.00423000
2016-08-18,-0.00424000
2016-08-19,-0.00427000
2016-08-22,-0.00426000
2016-08-23,-0.00425000
2016-08-24,-0.00424000
2016-08-25,-0.00426000
2016-08-26,-0.00428000
2016-08-29,-0.00430000
2016-08-30,-0.00426000
2016-08-31,-0.00414000
2016-09-01,-0.00423000
2016-09-02,-0.00424000
2016-09-05,-0.00424000
2016-09-06,-0.00426000
2016-09-07,-0.00439000
2016-09-08,-0.00422000
2016-09-09,-0.00427000
2016-09-12,-0.00429000
2016-09-13,-0.00431000
2016-09-14,-0.00427000
2016-09-15,-0.00430000
2016-09-16,-0.00431000
2016-09-19,-0.00432000
2016-09-20,-0.00431000
2016-09-21,-0.00432000
2016-09-22,-0.00427000
2016-09-23,-0.00430000
2016-09-26,-0.00430000
2016-09-27,-0.00428000
2016-09-28,-0.00431000
2016-09-29,-0.00428000
2016-09-30,-0.00414000
2016-10-03,-0.00406000
2016-10-04,-0.00429000
2016-10-05,-0.00427000
2016-10-06,-0.00431000
2016-10-07,-0.00434000
2016-10-10,-0.00430000
2016-10-11,-0.00433000
2016-10-12,-0.00432000
2016-10-13,-0.00433000
2016-10-14,-0.00435000
2016-10-17,-0.00437000
2016-10-18,-0.00434000
2016-10-19,-0.00436000
2016-10-20,-0.00434000
2016-10-21,-0.00433000
2016-10-24,-0.00435000
2016-10-25,-0.00437000
2016-10-26,-0.00436000
2016-10-27,-0.00439000
2016-10-28,-0.00436000
2016-10-31,-0.00417000
2016-11-01,-0.00433000
2016-11-02,-0.00428000
2016-11-03,-0.00428000
2016-11-04,-0.00428000
2016-11-07,-0.00429000
2016-11-08,-0.00429000
2016-11-09,-0.00441000
2016-11-10,-0.00438000
2016-11-11,-0.00435000
2016-11-14,-0.00432000
2016-11-15,-0.00434000
2016-11-16,-0.00441000
2016-11-17,-0.00434000
2016-11-18,-0.00435000
2016-11-21,-0.00434000
2016-11-22,-0.00436000
2016-11-23,-0.00433000
2016-11-24,-0.00437000
2016-11-25,-0.00435000
2016-11-28,-0.00438000
2016-11-29,-0.00436000
2016-11-30,-0.00428000
2016-12-01,-0.00429000
2016-12-02,-0.00432000
2016-12-05,-0.00432000
2016-12-06,-0.00436000
2016-12-07,-0.00434000
2016-12-08,-0.00431000
2016-12-09,-0.00433000
2016-12-12,-0.00435000
2016-12-13,-0.00437000
2016-12-14,-0.00436000
2016-12-15,-0.00441000
2016-12-16,-0.00439000
2016-12-19,-0.00439000
2016-12-20,-0.00439000
2016-12-21,-0.00438000
2016-12-22,-0.00439000
2016-12-23,-0.00441000
2016-12-27,-0.00440000
2016-12-28,-0.00439000
2016-12-29,-0.00440000
2016-12-30,-0.00414000
2017-01-02,-0.00441000
2017-01-03,-0.00433000
2017-01-04,-0.00430000
2017-01-05,-0.00439000
2017-01-06,-0.00441000
2017-01-09,-0.00436000
2017-01-10,-0.00436000
2017-01-11,-0.00436000
2017-01-12,-0.00438000
2017-01-13,-0.00437000
2017-01-16,-0.00438000
2017-01-17,-0.00437000
2017-01-18,-0.00437000
2017-01-19,-0.00436000
2017-01-20,-0.00436000
2017-01-23,-0.00438000
2017-01-24,-0.00438000
2017-01-25,-0.00439000
2017-01-26,-0.00437000
2017-01-27,-0.00436000
2017-01-30,-0.00435000
2017-01-31,-0.00430000
2017-02-01,-0.00432000
2017-02-02,-0.00436000
2017-02-03,-0.00433000
2017-02-06,-0.00436000
2017-02-07,-0.00434000
2017-02-08,-0.00435000
2017-02-09,-0.00438000
2017-02-10,-0.00437000
2017-02-13,-0.00439000
2017-02-14,-0.00438000
2017-02-15,-0.00438000
2017-02-16,-0.00439000
2017-02-17,-0.00440000
2017-02-20,-0.00439000
2017-02-21,-0.00441000
2017-02-22,-0.00445000
2017-02-23,-0.00441000
2017-02-24,-0.00444000
2017-02-27,-0.00442000
2017-02-28,-0.00430000
2017-03-01,-0.00435000
2017-03-02,-0.00436000
2017-03-03,-0.00434000
2017-03-06,-0.00437000
2017-03-07,-0.00438000
2017-03-08,-0.00438000
2017-03-09,-0.00438000
2017-03-10,-0.00437000
2017-03-13,-0.00438000
2017-03-14,-0.00439000
2017-03-15,-0.00439000
2017-03-16,-0.00439000
2017-03-17,-0.00438000
2017-03-20,-0.00435000
2017-03-21,-0.00432000
2017-03-22,-0.00442000
2017-03-23,-0.00442000
2017-03-24,-0.00441000
2017-03-27,-0.00442000
2017-03-28,-0.00442000
2017-03-29,-0.00442000
2017-03-30,-0.00441000
2017-03-31,-0.00440000
2017-04-03,-0.00438000
2017-04-04,-0.00436000
2017-04-05,-0.00437000
2017-04-06,-0.00438000
2017-04-07,-0.00438000
2017-04-10,-0.00442000
2017-04-11,-0.00443000
2017-04-12,-0.00444000
2017-04-13,-0.00443000
2017-04-18,-0.00444000
2017-04-19,-0.00444000
2017-04-20,-0.00443000
2017-04-21,-0.00443000
2017-04-24,-0.00443000
2017-04-25,-0.00447000
2017-04-26,-0.00448000
2017-04-27,-0.00447000
2017-04-28,-0.00436000
2017-05-02,-0.00441000
2017-05-03,-0.00442000
2017-05-04,-0.00442000
2017-05-05,-0.00442000
2017-05-08,-0.00441000
2017-05-09,-0.00442000
2017-05-10,-0.00443000
2017-05-11,-0.00446000
2017-05-12,-0.00443000
2017-05-15,-0.00443000
2017-05-16,-0.00452000
2017-05-17,-0.00444000
2017-05-18,-0.00447000
2017-05-19,-0.00445000
2017-05-22,-0.00444000
2017-05-23,-0.00445000
2017-05-24,-0.00444000
2017-05-25,-0.00450000
2017-05-26,-0.00444000
2017-05-29,-0.00446000
2017-05-30,-0.00446000
2017-05-31,-0.00433000
2017-06-01,-0.00440000
2017-06-02,-0.00416000
2017-06-05,-0.00458000
2017-06-06,-0.00443000
2017-06-07,-0.00447000
2017-06-08,-0.00443000
2017-06-09,-0.00445000
2017-06-12,-0.00443000
2017-06-13,-0.00443000
2017-06-14,-0.00443000
2017-06-15,-0.00446000
2017-06-16,-0.00440000
2017-06-19,-0.00445000
2017-06-20,-0.00447000
2017-06-21,-0.00447000
2017-06-22,-0.00447000
2017-06-23,-0.00447000
2017-06-26,-0.00447000
2017-06-27,-0.00447000
2017-06-28,-0.00447000
2017-06-29,-0.00445000
2017-06-30,-0.00435000
2017-07-03,-0.00441000
2017-07-04,-0.00442000
2017-07-05,-0.00442000
2017-07-06,-0.00444000
2017-07-07,-0.00444000
2017-07-10,-0.00445000
2017-07-11,-0.00445000
2017-07-12,-0.00444000
2017-07-13,-0.00445000
2017-07-14,-0.00446000
2017-07-17,-0.00447000
2017-07-18,-0.00447000
2017-07-19,-0.00447000
2017-07-20,-0.00447000
2017-07-21,-0.00446000
2017-07-24,-0.00446000
2017-07-25,-0.00447000
2017-07-26,-0.00446000
2017-07-27,-0.00446000
2017-07-28,-0.00444000
2017-07-31,-0.00433000
2017-08-01,-0.00441000
2017-08-02,-0.00439000
2017-08-03,-0.00435000
2017-08-04,-0.00441000
2017-08-07,-0.00438000
2017-08-08,-0.00440000
2017-08-09,-0.00439000
2017-08-10,-0.00438000
2017-08-11,-0.00441000
2017-08-14,-0.00440000
2017-08-15,-0.00441000
2017-08-16,-0.00443000
2017-08-17,-0.00443000
2017-08-18,-0.00443000
2017-08-21,-0.00443000
2017-08-22,-0.00443000
2017-08-23,-0.00443000
2017-08-24,-0.00442000
2017-08-25,-0.00443000
2017-08-28,-0.00443000
2017-08-29,-0.00445000
2017-08-30,-0.00445000
2017-08-31,-0.00430000
2017-09-01,-0.00442000
2017-09-04,-0.00441000
2017-09-05,-0.00442000
2017-09-06,-0.00441000
2017-09-07,-0.00442000
2017-09-08,-0.00433000
2017-09-11,-0.00442000
2017-09-12,-0.00443000
2017-09-13,-0.00443000
2017-09-14,-0.00444000
2017-09-15,-0.00445000
2017-09-18,-0.00448000
2017-09-19,-0.00446000
2017-09-20,-0.00445000
2017-09-21,-0.00451000
2017-09-22,-0.00444000
2017-09-25,-0.00445000
2017-09-26,-0.00444000
2017-09-27,-0.00446000
2017-09-28,-0.00445000
2017-09-29,-0.00434000
2017-10-02,-0.00441000
2017-10-03,-0.00441000
2017-10-04,-0.00444000
2017-10-05,-0.00444000
2017-10-06,-0.00444000
2017-10-09,-0.00445000
2017-10-10,-0.00446000
2017-10-11,-0.00447000
2017-10-12,-0.00446000
2017-10-13,-0.00444000
2017-10-16,-0.00444000
2017-10-17,-0.00446000
2017-10-18,-0.00445000
2017-10-19,-0.00445000
2017-10-20,-0.00446000
2017-10-23,-0.00447000
2017-10-24,-0.00446000
2017-10-25,-0.00447000
2017-10-26,-0.00449000
2017-10-27,-0.00445000
2017-10-30,-0.00433000
2017-10-31,-0.00433000
2017-11-01,-0.00435000
2017-11-02,-0.00437000
2017-11-03,-0.00438000
2017-11-06,-0.00439000
2017-11-07,-0.00442000
2017-11-08,-0.00441000
2017-11-09,-0.00440000
2017-11-10,-0.00442000
2017-11-13,-0.00441000
2017-11-14,-0.00441000
2017-11-15,-0.00442000
2017-11-16,-0.00443000
2017-11-17,-0.00444000
2017-11-20,-0.00443000
2017-11-21,-0.00444000
2017-11-22,-0.00443000
2017-11-23,-0.00444000
2017-11-24,-0.00444000
2017-11-27,-0.00450000
2017-11-28,-0.00447000
2017-11-29,-0.00386000
2017-11-30,-0.00326000
2017-12-01,-0.00376000
2017-12-04,-0.00404000
2017-12-05,-0.00409000
2017-12-06,-0.00411000
2017-12-07,-0.00412000
2017-12-08,-0.00414000
2017-12-11,-0.00415000
2017-12-12,-0.00430000
2017-12-13,-0.00445000
2017-12-14,-0.00447000
2017-12-15,-0.00448000
2017-12-18,-0.00443000
2017-12-19,-0.00435000
2017-12-20,-0.00440000
2017-12-21,-0.00438000
2017-12-22,-0.00438000
2017-12-27,-0.00442000
2017-12-28,-0.00440000
2017-12-29,-0.00431000
2018-01-02,-0.00455000
2018-01-03,-0.00441000
2018-01-04,-0.00441000
2018-01-05,-0.00442000
2018-01-08,-0.00442000
2018-01-09,-0.00443000
2018-01-10,-0.00455000
2018-01-11,-0.00445000
2018-01-12,-0.00444000
2018-01-15,-0.00454000
2018-01-16,-0.00455000
2018-01-17,-0.00448000
2018-01-18,-0.00455000
2018-01-19,-0.00447000
2018-01-22,-0.00448000
2018-01-23,-0.00448000
2018-01-24,-0.00448000
2018-01-25,-0.00448000
2018-01-26,-0.00449000
2018-01-29,-0.00448000
2018-01-30,-0.00446000
2018-01-31,-0.00440000
2018-02-01,-0.00448000
2018-02-02,-0.00448000
2018-02-05,-0.00451000
2018-02-06,-0.00452000
2018-02-07,-0.00450000
2018-02-08,-0.00448000
2018-02-09,-0.00450000
2018-02-12,-0.00448000
2018-02-13,-0.00447000
2018-02-14,-0.00449000
2018-02-15,-0.00448000
2018-02-16,-0.00451000
2018-02-19,-0.00453000
2018-02-20,-0.00454000
2018-02-21,-0.00453000
2018-02-22,-0.00454000
2018-02-23,-0.00453000
2018-02-26,-0.00455000
2018-02-27,-0.00446000
2018-02-28,-0.00436000
2018-03-01,-0.00446000
2018-03-02,-0.00447000
2018-03-05,-0.00447000
2018-03-06,-0.00450000
2018-03-07,-0.00448000
2018-03-08,-0.00446000
2018-03-09,-0.00446000
2018-03-12,-0.00448000
2018-03-13,-0.00449000
2018-03-14,-0.00448000
2018-03-15,-0.00451000
2018-03-16,-0.00451000
2018-03-19,-0.00453000
2018-03-20,-0.00453000
2018-03-21,-0.00452000
2018-03-22,-0.00453000
2018-03-23,-0.00451000
2018-03-26,-0.00452000
2018-03-27,-0.00453000
2018-03-28,-0.00450000
2018-03-29,-0.00433000
2018-04-03,-0.00447000
2018-04-04,-0.00448000
2018-04-05,-0.00452000
2018-04-06,-0.00453000
2018-04-09,-0.00451000
2018-04-10,-0.00451000
2018-04-11,-0.00450000
2018-04-12,-0.00449000
2018-04-13,-0.00449000
2018-04-16,-0.00452000
2018-04-17,-0.00453000
2018-04-18,-0.00453000
2018-04-19,-0.00453000
2018-04-20,-0.00453000
2018-04-23,-0.00453000
2018-04-24,-0.00452000
2018-04-25,-0.00451000
2018-04-26,-0.00452000
2018-04-27,-0.00452000
2018-04-30,-0.00440000
2018-05-02,-0.00443000
2018-05-03,-0.00444000
2018-05-04,-0.00445000
2018-05-07,-0.00448000
2018-05-08,-0.00448000
2018-05-09,-0.00444000
2018-05-10,-0.00446000
2018-05-11,-0.00446000
2018-05-14,-0.00445000
2018-05-15,-0.00446000
2018-05-16,-0.00454000
2018-05-17,-0.00450000
2018-05-18,-0.00456000
2018-05-21,-0.00451000
2018-05-22,-0.00449000
2018-05-23,-0.00450000
2018-05-24,-0.00449000
2018-05-25,-0.00451000
2018-05-28,-0.00452000
2018-05-29,-0.00448000
2018-05-30,-0.00442000
2018-05-31,-0.00438000
2018-06-01,-0.00443000
2018-06-04,-0.00441000
