date,rf_annual
2013-01-02,-0.00023000
2013-01-03,-0.00019000
2013-01-04,-0.00017000
2013-01-07,-0.00019000
2013-01-08,-0.00018000
2013-01-09,-0.00016000
2013-01-10,-0.00016000
2013-01-11,-0.00018000
2013-01-14,-0.00020000
2013-01-15,-0.00021000
2013-01-16,-0.00018000
2013-01-17,-0.00017000
2013-01-18,-0.00017000
2013-01-21,-0.00017000
2013-01-22,-0.00016000
2013-01-23,-0.00017000
2013-01-24,-0.00017000
2013-01-25,-0.00014000
2013-01-28,-0.00012000
2013-01-29,-0.00011000
2013-01-30,-0.00004000
2013-01-31,-0.00005000
2013-02-01,-0.00004000
2013-02-04,-0.00006000
2013-02-05,-0.00011000
2013-02-06,-0.00018000
2013-02-07,-0.00017000
2013-02-08,-0.00017000
2013-02-11,-0.00013000
2013-02-12,-0.00012000
2013-02-13,-0.00021000
2013-02-14,-0.00019000
2013-02-15,-0.00025000
2013-02-18,-0.00027000
2013-02-19,-0.00023000
2013-02-20,-0.00016000
2013-02-21,-0.00015000
2013-02-22,-0.00014000
2013-02-25,-0.00021000
2013-02-26,-0.00020000
2013-02-27,-0.00029000
2013-02-28,-0.00019000
2013-03-01,-0.00026000
2013-03-04,-0.00025000
2013-03-05,-0.00024000
2013-03-06,-0.00015000
2013-03-07,-0.00022000
2013-03-08,-0.00025000
2013-03-11,-0.00021000
2013-03-12,-0.00017000
2013-03-13,-0.00017000
2013-03-14,-0.00017000
2013-03-15,-0.00015000
2013-03-18,-0.00016000
2013-03-19,-0.00021000
2013-03-20,-0.00020000
2013-03-21,-0.00023000
2013-03-22,-0.00024000
2013-03-25,-0.00021000
2013-03-26,-0.00021000
2013-03-27,-0.00018000
2013-03-28,0.00027000
2013-04-02,-0.00015000
2013-04-03,-0.00013000
2013-04-04,-0.00011000
2013-04-05,-0.00010000
2013-04-08,-0.00003000
2013-04-09,-0.00007000
2013-04-10,-0.00003000
2013-04-11,0.00001000
2013-04-12,-0.00003000
2013-04-15,-0.00002000
2013-04-16,-0.00005000
2013-04-17,-0.00007000
2013-04-18,-0.00005000
2013-04-19,-0.00002000
2013-04-22,-0.00003000
2013-04-23,-0.00006000
2013-04-24,-0.00002000
2013-04-25,-0.00002000
2013-04-26,-0.00003000
2013-04-29,0.00000000
2013-04-30,0.00017000
2013-05-02,-0.00007000
2013-05-03,-0.00008000
2013-05-06,-0.00002000
2013-05-07,-0.00010000
2013-05-08,-0.00021000
2013-05-09,-0.00013000
2013-05-10,-0.00011000
2013-05-13,0.00001000
2013-05-14,-0.00004000
2013-05-15,-0.00007000
2013-05-16,-0.00003000
2013-05-17,-0.00019000
2013-05-20,-0.00016000
2013-05-21,-0.00009000
2013-05-22,-0.00002000
2013-05-23,-0.00007000
2013-05-24,-0.00004000
2013-05-27,-0.00003000
2013-05-28,-0.00001000
2013-05-29,-0.00009000
2013-05-30,-0.00012000
2013-05-31,0.00029000
2013-06-03,-0.00007000
2013-06-04,-0.00007000
2013-06-05,-0.00004000
2013-06-06,-0.00002000
2013-06-07,-0.00007000
2013-06-10,-0.00003000
2013-06-11,-0.00010000
2013-06-12,-0.00008000
2013-06-13,-0.00011000
2013-06-14,-0.00010000
2013-06-17,-0.00005000
2013-06-18,-0.00012000
2013-06-19,-0.00003000
2013-06-20,-0.00003000
2013-06-21,-0.00001000
2013-06-24,-0.00001000
2013-06-25,-0.00006000
2013-06-26,-0.00001000
2013-06-27,0.00001000
2013-06-28,0.00123000
2013-07-01,0.00000000
2013-07-02,-0.00003000
2013-07-03,-0.00003000
2013-07-04,0.00002000
2013-07-05,0.00002000
2013-07-08,-0.00001000
2013-07-09,-0.00002000
2013-07-10,0.00003000
2013-07-11,0.00005000
2013-07-12,0.00002000
2013-07-15,0.00001000
2013-07-16,-0.00002000
2013-07-17,0.00005000
2013-07-18,0.00006000
2013-07-19,0.00013000
2013-07-22,0.00016000
2013-07-23,0.00020000
2013-07-24,0.00019000
2013-07-25,0.00013000
2013-07-26,0.00012000
2013-07-29,0.00007000
2013-07-30,0.00014000
2013-07-31,0.00058000
2013-08-01,0.00008000
2013-08-02,-0.00001000
2013-08-05,-0.00002000
2013-08-06,-0.00007000
2013-08-07,0.00014000
2013-08-08,-0.00001000
2013-08-09,-0.00003000
2013-08-12,-0.00006000
2013-08-13,-0.00008000
2013-08-14,-0.00005000
2013-08-15,-0.00008000
2013-08-16,-0.00007000
2013-08-19,-0.00006000
2013-08-20,-0.00007000
2013-08-21,-0.00007000
2013-08-22,-0.00006000
2013-08-23,-0.00008000
2013-08-26,-0.00007000
2013-08-27,-0.00005000
2013-08-28,-0.00007000
2013-08-29,-0.00009000
2013-08-30,0.00022000
2013-09-02,-0.00006000
2013-09-03,-0.00005000
2013-09-04,-0.00012000
2013-09-05,-0.00016000
2013-09-06,-0.00010000
2013-09-09,-0.00017000
2013-09-10,-0.00014000
2013-09-11,-0.00012000
2013-09-12,-0.00017000
2013-09-13,-0.00013000
2013-09-16,-0.00012000
2013-09-17,-0.00010000
2013-09-18,-0.00007000
2013-09-19,-0.00010000
2013-09-20,-0.00007000
2013-09-23,-0.00005000
2013-09-24,-0.00008000
2013-09-25,-0.00008000
2013-09-26,-0.00003000
2013-09-27,0.00000000
2013-09-30,0.00094000
2013-10-01,-0.00005000
2013-10-02,-0.00006000
2013-10-03,-0.00006000
2013-10-04,-0.00001000
2013-10-07,-0.00003000
2013-10-08,-0.00001000
2013-10-09,-0.00004000
2013-10-10,-0.00005000
2013-10-11,0.00000000
2013-10-14,-0.00007000
2013-10-15,-0.00007000
2013-10-16,-0.00003000
2013-10-17,0.00003000
2013-10-18,0.00008000
2013-10-21,0.00006000
2013-10-22,0.00008000
2013-10-23,0.00009000
2013-10-24,0.00011000
2013-10-25,0.00011000
2013-10-28,0.00010000
2013-10-29,0.00013000
2013-10-30,0.00018000
2013-10-31,0.00143000
2013-11-01,0.00007000
2013-11-04,0.00007000
2013-11-05,0.00004000
2013-11-06,0.00001000
2013-11-07,-0.00007000
2013-11-08,-0.00008000
2013-11-11,-0.00009000
2013-11-12,-0.00011000
2013-11-13,-0.00015000
2013-11-14,-0.00009000
2013-11-15,-0.00006000
2013-11-18,-0.00001000
2013-11-19,0.00001000
2013-11-20,0.00006000
2013-11-21,0.00023000
2013-11-22,0.00032000
2013-11-25,0.00047000
2013-11-26,0.00046000
2013-11-27,0.00038000
2013-11-28,0.00042000
2013-11-29,0.00192000
2013-12-02,0.00027000
2013-12-03,0.00032000
2013-12-04,0.00041000
2013-12-05,0.00042000
2013-12-06,0.00042000
2013-12-09,0.00040000
2013-12-10,0.00046000
2013-12-11,0.00059000
2013-12-12,0.00054000
2013-12-13,0.00065000
2013-12-16,0.00098000
2013-12-17,0.00121000
2013-12-18,0.00091000
2013-12-19,0.00074000
2013-12-20,0.00076000
2013-12-23,0.00073000
2013-12-24,0.00086000
2013-12-27,0.00107000
2013-12-30,0.00138000
2013-12-31,0.00361000
2014-01-02,0.00067000
2014-01-03,0.00026000
2014-01-06,0.00011000
2014-01-07,0.00014000
2014-01-08,0.00052000
2014-01-09,0.00071000
2014-01-10,0.00069000
2014-01-13,0.00068000
2014-01-14,0.00062000
2014-01-15,0.00125000
2014-01-16,0.00215000
2014-01-17,0.00258000
2014-01-20,0.00274000
2014-01-21,0.00266000
2014-01-22,0.00153000
2014-01-23,0.00125000
2014-01-24,0.00106000
2014-01-27,0.00103000
2014-01-28,0.00094000
2014-01-29,0.00072000
2014-01-30,0.00070000
2014-01-31,0.00143000
2014-02-03,0.00055000
2014-02-04,0.00048000
2014-02-05,0.00060000
2014-02-06,0.00047000
2014-02-07,0.00046000
2014-02-10,0.00042000
2014-02-11,0.00037000
2014-02-12,0.00085000
2014-02-13,0.00074000
2014-02-14,0.00059000
2014-02-17,0.00065000
2014-02-18,0.00068000
2014-02-19,0.00079000
2014-02-20,0.00084000
2014-02-21,0.00086000
2014-02-24,0.00084000
2014-02-25,0.00081000
2014-02-26,0.00083000
2014-02-27,0.00077000
2014-02-28,0.00174000
2014-03-03,0.00071000
2014-03-04,0.00072000
2014-03-05,0.00079000
2014-03-06,0.00078000
2014-03-07,0.00074000
2014-03-10,0.00082000
2014-03-11,0.00086000
2014-03-12,0.00087000
2014-03-13,0.00085000
2014-03-14,0.00073000
2014-03-17,0.00077000
2014-03-18,0.00075000
2014-03-19,0.00083000
2014-03-20,0.00078000
2014-03-21,0.00085000
2014-03-24,0.00084000
2014-03-25,0.00087000
2014-03-26,0.00086000
2014-03-27,0.00089000
2014-03-28,0.00110000
2014-03-31,0.00603000
2014-04-01,0.00109000
2014-04-02,0.00127000
2014-04-03,0.00133000
2014-04-04,0.00127000
2014-04-07,0.00139000
2014-04-08,0.00131000
2014-04-09,0.00124000
2014-04-10,0.00122000
2014-04-11,0.00124000
2014-04-14,0.00124000
2014-04-15,0.00122000
2014-04-16,0.00119000
2014-04-17,0.00136000
2014-04-22,0.00132000
2014-04-23,0.00153000
2014-04-24,0.00209000
2014-04-25,0.00246000
2014-04-28,0.00313000
2014-04-29,0.00372000
2014-04-30,0.00315000
2014-05-02,0.00074000
2014-05-05,0.00041000
2014-05-06,0.00023000
2014-05-07,0.00175000
2014-05-08,0.00154000
2014-05-09,0.00137000
2014-05-12,0.00106000
2014-05-13,0.00099000
2014-05-14,0.00092000
2014-05-15,0.00087000
2014-05-16,0.00084000
2014-05-19,0.00092000
2014-05-20,0.00111000
2014-05-21,0.00186000
2014-05-22,0.00252000
2014-05-23,0.00311000
2014-05-26,0.00340000
2014-05-27,0.00384000
2014-05-28,0.00154000
2014-05-29,0.00159000
2014-05-30,0.00363000
2014-06-02,0.00141000
2014-06-03,0.00106000
2014-06-04,0.00057000
2014-06-05,0.00019000
2014-06-06,-0.00018000
2014-06-09,-0.00032000
2014-06-10,-0.00020000
2014-06-11,-0.00025000
2014-06-12,-0.00042000
2014-06-13,-0.00059000
2014-06-16,-0.00058000
2014-06-17,-0.00055000
2014-06-18,-0.00070000
2014-06-19,-0.00075000
2014-06-20,-0.00060000
2014-06-23,-0.00054000
2014-06-24,-0.00049000
2014-06-25,-0.00042000
2014-06-26,-0.00049000
2014-06-27,-0.00060000
2014-06-30,0.00251000
2014-07-01,-0.00059000
2014-07-02,-0.00062000
2014-07-03,-0.00053000
2014-07-04,-0.00053000
2014-07-07,-0.00056000
2014-07-08,-0.00058000
