date,MSCI_World,Global_Bonds,Gold,Bitcoin,Ethereum,XRP,BNB,Solana
2019-07-03,73.19279140396785,40.52652818695405,118.32936882296889,10591.704125098528,268.39502724551875,0.36175507882627184,28.927070722232937,
2019-07-04,,,,9935.756702249008,252.05913978664958,0.34436617695405325,29.140199152541925,
2019-07-05,73.05794834738482,40.50336366364441,117.08528777283522,9727.683894098862,255.18596646297055,0.3357886333318792,28.986153994520244,
2019-07-06,,,,9931.560464665028,254.78687262251685,0.3447299715745098,28.824690534388864,
2019-07-07,,,,10146.251588668125,270.8720931104601,0.3518114423821091,29.453907578021692,
2019-07-08,73.08019722652064,40.714094382730636,116.93737512218357,10942.857443551351,279.0067696544331,0.35763743116258023,29.810776277350485,
2019-07-09,73.07444823136547,40.74106143686816,117.46566703855655,11210.559943303531,275.3921374251637,0.3514323021705764,29.161486407419346,
2019-07-10,73.48372273140185,40.691458910350505,119.40312700452587,10846.040569609477,258.74006794820895,0.3245600665634209,28.08411555598761,
2019-07-11,73.31997064992625,40.43096411604079,117.86280809901098,10088.649911430964,238.6602373205458,0.2934002303959613,26.327702255572227,
2019-07-12,73.57629288106288,40.38362105223012,118.66810775077099,10500.866858279152,245.5271013720457,0.3058176602017758,28.166750748740093,
2019-07-13,,,,10124.4069493251,239.46803232056988,0.29520748072663017,28.000211035057035,
2019-07-14,,,,9114.559106024988,202.2486217567397,0.272320771167865,25.705009010307027,
2019-07-15,73.40836377534693,40.44000295272197,118.46113437401976,9665.578625000291,203.84577230917876,0.2797272581713302,25.189246423473207,
2019-07-16,73.25341566727244,40.49808194214155,117.56590074198778,8415.766791262802,176.87157904007344,0.2634808134936429,22.665187546257798,
2019-07-17,73.31401860712867,40.761853525610185,120.02920408036331,8645.708209899809,188.6192026290902,0.2770295097514389,24.27661584375583,
2019-07-18,73.33574491168362,40.804880622413116,121.53543684734042,9498.502647633626,201.75716844070823,0.2877882264644468,25.755763786197825,
2019-07-19,72.83488284553022,40.675290075712056,119.4066640668566,9351.079179459299,196.5396375763165,0.2846908184362947,25.82103060027243,
2019-07-20,,,,9561.004055110892,203.4532692611416,0.2958829160299461,27.413933372880933,
2019-07-21,,,,9411.793073750345,200.35559642987647,0.29419573880970196,27.10074179270876,
2019-07-22,73.3302864142867,40.8461208473552,119.84872801401909,9219.84514184485,193.93299661371185,0.28712529351213456,27.307670425655157,
2019-07-23,73.88013535637427,40.92599078546908,119.30094496280465,8835.147777374721,189.8325414850692,0.27656866165906235,26.400940388516624,
2019-07-24,74.4998001464773,41.1985532721618,120.49763965453081,8798.942770481886,194.63850864693873,0.2833286349849391,26.152855713881166,
2019-07-25,73.99789728222605,41.231170250063364,119.74044412985582,8895.580536583535,197.1005603859483,0.2825325338712057,26.0288121762915,
2019-07-26,74.53386261245363,41.20313546114492,119.89780275582787,8855.340712952493,197.04510294889582,0.2902614107093889,25.999259899063922,
2019-07-27,,,,8503.088452329157,186.08052041502123,0.27859642531247875,25.018147873878245,
2019-07-28,,,,8570.54004352478,189.47024772846765,0.2801754231730309,24.972881076046868,
2019-07-29,74.54751997549879,41.31922472094805,120.84829265236823,8551.048038109659,189.78208209939373,0.2790640763349705,24.436698055270142,
2019-07-30,73.99377286179622,41.25737183272654,121.13374311257633,8621.89396063449,188.9271828789645,0.2858013375167104,24.17856207539322,
2019-07-31,73.50272772814749,41.25202310644235,119.3854786336776,9038.941948957836,195.9622277253163,0.2876050735967903,24.77560706013801,
2019-08-01,73.25267987509869,41.676692270910635,123.20551252291618,9392.980779105335,196.72457961123226,0.2871326857280305,25.988020008930135,
